Customers 500 
Coordinate X		 Coordinate Y 		Demand 
14.625522  -7.877528  13.131179  
7.564174  2.597078  0.651101  
1.60864  -5.507417  0.385388  
5.91338  -12.629573  2.178129  
1.954581  9.451669  0.990455  
-6.215759  -12.223923  48.128315  
-2.020215  -0.286604  1.752437  
18.212987  -0.955529  0.413067  
-3.351539  -16.936718  1.808892  
-16.588964  8.559625  53.617649  
3.281118  -11.98185  2.105164  
8.769995  -14.467965  25.130004  
6.330288  -12.770442  1.872794  
-18.13119  8.466589  1.562337  
13.722562  8.484775  0.813319  
-15.575218  -16.325942  2.247831  
-12.297901  8.963768  0.553506  
-16.136181  10.621232  1.010408  
0.818863  -11.515298  14.930272  
-12.948118  11.262545  0.492098  
2.700221  17.429254  0.679994  
5.147361  -16.070108  15.78344  
9.10046  11.026007  0.268541  
-17.182998  19.263704  0.48432  
-1.801684  -0.460678  0.496648  
-3.130161  -3.617783  0.552894  
-16.347204  1.600754  51.345987  
19.365564  0.834928  0.724568  
-0.614882  -6.840484  1.386627  
-17.814383  6.664319  0.795145  
-10.003237  9.047524  2.072428  
-19.960134  16.701393  1.586357  
-18.112142  -8.389622  51.591952  
-6.029225  -3.223698  0.654414  
-17.181224  17.955442  0.238704  
-3.406565  -3.092408  40.17934  
-19.09009  9.32703  45.762895  
-5.336919  -19.013918  1.644644  
-18.61384  -9.809689  1.343132  
3.159117  -7.933979  0.866406  
9.812463  14.624675  1.564254  
12.328638  1.731455  41.586957  
-0.751798  11.825073  1.393145  
2.415444  -14.283583  2.098898  
-17.94859  -8.8377  51.346894  
14.032554  19.110363  1.914814  
-10.05028  -11.031736  1.20178  
1.567805  2.192968  1.848909  
16.216331  -12.562778  1.176048  
17.229454  9.601186  0.868396  
17.002187  2.396255  0.775541  
-19.772311  9.613021  0.508484  
3.520965  -12.70013  38.949053  
-9.250526  6.40234  1.12314  
10.352289  -19.974397  0.86609  
-1.913735  16.048744  1.195546  
14.258551  -0.838905  1.227916  
14.943899  -1.628257  2.011479  
-5.839912  5.617463  1.598007  
16.490085  4.067727  0.983977  
12.09746  -8.434211  0.241289  
9.550989  -6.244786  1.36919  
-18.888947  -1.523984  1.697144  
5.952893  -1.504827  0.557458  
13.766609  -11.541712  0.792807  
-16.190029  11.769817  1.05163  
-11.961024  9.061856  32.441982  
-18.512322  -19.648914  1.542411  
-14.819664  9.139652  0.434758  
-9.411128  -1.772602  1.853708  
-12.448479  -6.767616  0.720213  
1.48851  -3.121296  1.048286  
-8.358515  -8.961846  0.715203  
10.198839  -6.074452  0.738108  
0.758842  7.877483  0.293399  
17.241104  7.671622  0.560308  
10.386525  -11.105178  1.751543  
-0.49601  2.901084  0.246543  
-6.352557  -18.673167  1.297439  
14.428487  8.624175  1.949497  
-13.564507  17.073233  0.542621  
-3.211312  9.777832  1.375343  
-9.496588  5.536534  22.449634  
18.613252  3.347469  0.568072  
12.681481  11.13525  0.657355  
-3.154138  -4.891062  1.483845  
-0.318321  -14.11101  1.031383  
-11.643325  18.198482  0.247118  
-6.128358  19.931553  1.246777  
-18.677501  -4.625001  1.995844  
0.853709  -3.470444  0.998829  
-12.18528  -11.18261  2.055728  
-15.890226  -3.928963  1.038482  
-13.05  -10.851084  54.983758  
-6.507166  13.203039  1.94073  
