Customers 500 
Coordinate X		 Coordinate Y 		Demand 
-0.614143  1.53541  1.254241  
0.107117  -2.932883  1.278193  
1.449929  -4.884496  1.093709  
-0.592185  1.099567  1.328257  
-0.847116  -2.896252  0.408498  
4.800173  3.30352  1.917947  
-3.255765  3.226028  1.827382  
2.939875  -3.983683  32.3952  
-1.294288  1.043968  0.25219  
-2.050085  -3.856373  2.06809  
0.8311  -3.758246  1.27559  
4.433146  -2.81564  1.255547  
-3.126017  2.016498  0.887194  
-4.474356  -1.403009  43.006318  
1.961532  -1.172179  30.856977  
0.606788  -3.17374  0.441228  
1.068573  3.114817  0.733578  
1.124909  -2.928869  0.314933  
4.755816  -2.229487  18.167838  
-4.716877  -0.754751  42.530856  
2.13729  4.966545  2.125114  
-0.228724  3.35358  0.248499  
2.49667  0.547058  0.895714  
-3.680406  -1.692169  1.354981  
1.643436  3.603191  22.026379  
0.716288  -4.96894  14.158459  
3.807103  -3.421684  0.407005  
-1.203622  2.680091  58.307308  
1.991326  -2.962659  2.182696  
4.88981  2.819645  1.196588  
-2.906807  4.744604  1.607578  
1.939303  2.213291  1.055964  
4.718306  -4.795005  0.594661  
-0.071014  -3.332159  34.560794  
-4.509973  4.910635  1.820274  
4.604086  -0.917197  0.341684  
0.481217  -0.62495  7.102157  
3.088198  -1.921965  51.51079  
-1.095185  0.65965  0.476814  
-4.798397  1.245404  2.06092  
1.180788  4.146375  2.20734  
-4.694003  2.453046  2.181272  
-2.015681  -1.998831  1.369531  
-1.665216  1.497646  1.878963  
1.175413  -3.427216  1.296098  
0.38214  -3.43827  0.762401  
4.703732  4.003139  1.487135  
-3.015961  1.602776  0.381606  
-2.060146  -4.656379  1.596535  
3.984801  0.537865  1.22531  
2.596542  -3.312217  2.416506  
-1.267147  -2.678602  0.608748  
-0.412309  0.255497  20.231576  
4.156738  3.258649  1.285635  
-3.976806  -4.352535  2.064426  
-2.248362  0.372291  42.785147  
0.584972  3.354427  8.1527  
