Customers 200
Coordinate X		 Coordinate Y 		Demand 
2.263996946083573  3.8730159496252656  2.1421589366055565  
-0.21712995330928248  1.5105686108363952  23.86124927299756  
-1.5218566477136408  2.287308453690583  1.0897320566459472  
1.6682655195500993  1.687586928442293  0.8017438306067817  
-0.7000629848026652  2.367731488268332  1.1749971827264436  
4.062090263409905  2.0497502465520268  1.5669374848240483  
-4.2164662502204155  -2.0135993019946405  1.6367948703444977  
2.351216914197758  -2.0252925311693204  2.027382678252861  
2.93355026501725  -4.478111543217309  0.2681751922723429  
-4.0938206193878255  -4.042575166549904  0.9898500942892029  
-0.44999111993424407  1.0365152592063676  0.22322197588580164  
-1.671791121583998  1.8949620630118562  0.38738287355791395  
1.3481502459352552  4.092427683901414  0.8670105519681202  
2.47460047932493  3.9201884100528197  2.2439967088772335  
3.485269965440704  2.151884952891366  43.76246937120555  
2.6454774399940217  -0.020129487094778575  1.7275984728439815  
1.1279103299491093  2.00690463697449  2.0613761627032257  
-1.1854232430004468  2.852280909469044  1.2316545977454612  
-0.8080011538610558  -2.816417770848014  0.25397309527665  
0.2869147033103332  -2.200425127478629  1.0826863451370428  
4.8887295711828616  2.7665969478204073  2.2272725875106874  
-1.3339330313155497  0.5506185711560029  1.1791439907616217  
-0.791008239075064  1.588852954682911  2.0999698459166924  
2.5141084968006453  -4.190968672274499  0.9241085670481536  
-4.020573585679379  -1.7679415726080245  29.196064965982643  
-1.4133132604831646  -1.017638977987159  0.47383885609357423  
-0.377544522608509  -0.21689673591879832  1.2864333896512574  
-2.9735647985055005  -3.67290694878677  0.0268977388820563  
-4.746573647269373  4.791751506798024  1.3306048505646406  
0.39713833676584664  1.205399991540466  0.4979664256150031  
-2.752248322069832  4.374970641445929  0.6051955360316232  
-1.0582827020735077  -3.3516299750674667  1.4426328135748057  
4.910478877565048  1.9132254377652143  0.8017756819288515  
-3.0531389416936405  -3.078393162445657  2.186793359673466  
-3.6185718810318876  0.28392260452474877  1.4984480233376472  
-2.4030672469915726  3.287954535772678  1.6995451888279136  
4.408819709815022  -1.9225775197373183  0.01900455848408836  
-3.799909935041653  1.6630264118610756  1.0857397592338909  
0.12352346546268138  -1.2590611258991278  0.9826131087666987  
4.169487784168225  2.358850564090696  2.1458197895805937  
3.4477829196465986  -0.9044442524398665  2.254619943660658  
-1.3578891746645085  4.610655454097703  2.1471683081129855  
1.2701839025839838  -3.8282275051222805  0.5688936746039236  
-4.881455109274663  1.0823908848724568  0.9540782225636942  
-2.9795130048302645  3.8088657442942018  0.08164453563214122  
3.0058970006378853  0.04624308235905215  48.06343867070474  
-2.223346859682973  2.963194574930151  1.0559001999441877  
-3.552989298068846  -4.568715310901261  0.026671634022290818  
-2.462979193668897  2.1711966640269686  1.1879657141389839  
-4.680980599245716  -2.5631516937657546  1.519486878923485  
-2.209450510645718  -2.8881335056235313  0.5488732761721921  
3.78343011180109  -1.0943707450677143  1.2761837971678163  
-0.9822235561634673  0.7144522738846465  0.11654856611714637  
-3.7289878000230674  -4.847878622282346  1.5560668872590453  
