Customers 1000 
Coordinate X		 Coordinate Y 		Demand 
3.733351  -3.320715  2.262269  
8.035626  9.181576  2.101723  
7.658993  4.806088  0.687923  
-5.95103  8.493246  37.042063  
-1.535325  3.629961  0.680383  
-1.85759  0.933984  34.707171  
-5.068981  -6.725108  1.427343  
-8.153768  0.187208  1.9467  
-6.910847  4.526842  0.724398  
-5.694074  0.35116  0.49321  
4.921791  -9.7969  0.20431  
8.56029  -0.349032  1.88771  
-0.938938  5.218605  44.135104  
-3.953619  -1.999773  0.648006  
-6.276453  -3.983876  1.14631  
-8.290603  0.916759  22.282456  
-8.231849  4.614707  2.047781  
9.808965  -5.509773  11.200376  
-0.4841  -2.814846  0.827969  
3.816549  -5.723104  1.703906  
8.585034  -5.763238  2.168525  
7.061198  5.25315  2.232016  
-0.43281  7.654334  0.703182  
-9.571882  -3.917482  0.907343  
8.859642  7.76711  4.228669  
3.679278  -9.934852  0.21286  
-3.483591  -5.291748  41.290911  
-8.61616  2.854056  1.137034  
1.487316  -9.528363  0.213419  
-3.251071  -3.403072  0.473201  
9.036127  9.983044  1.170743  
1.925881  4.704141  1.399073  
-1.936263  -6.807343  1.485564  
-1.703612  6.420673  1.759576  
-3.828699  8.656782  1.803364  
-6.05007  6.606733  2.237449  
8.051065  5.99972  0.887137  
-2.752032  4.030333  1.30012  
-3.962729  1.448081  12.75775  
-0.182277  -9.944896  2.2059  
-4.637795  -3.607727  0.58563  
2.52737  0.97238  2.189647  
9.417279  3.858723  1.302399  
0.355514  -7.321405  0.873516  
-7.301468  7.657047  1.451592  
7.70823  6.384907  1.635157  
-7.295882  -9.59707  0.692958  
6.365773  9.50667  1.477836  
4.558236  4.440399  1.444295  
-4.284462  -1.396627  53.246014  
3.97126  -8.317577  2.178303  
-6.047751  9.047286  2.129828  
-7.047079  2.946168  0.559343  
3.621388  7.111134  1.319575  
9.821165  3.769598  0.99273  
-9.215286  -1.546972  1.700186  
-8.109544  -9.220442  2.176093  
-8.710711  6.219613  2.09994  
0.151546  -6.195129  1.439813  
2.700547  -2.241541  0.406522  
7.675371  6.787832  32.075072  
3.1091  -8.549348  0.455484  
-9.862257  4.461076  2.175129  
1.349613  -7.990591  1.049986  
-9.565128  -9.550083  1.617849  
4.709718  2.977909  0.647528  
9.223551  8.294429  1.689308  
9.385641  -1.711816  1.848716  
-7.395857  2.704215  0.805077  
-4.665592  5.484078  0.622531  
7.166465  -4.376861  0.340742  
-2.450464  7.56398  48.854575  
-8.688864  4.850161  1.56878  
-7.647111  -8.589955  57.791683  
-4.910356  5.564337  0.990917  
2.816426  -3.753481  0.245145  
-4.277904  5.910844  0.569424  
2.137659  -4.511967  10.661336  
-8.849513  -0.837842  1.28639  
-7.167306  6.386812  1.968732  
6.060309  2.670648  1.535419  
-7.576568  9.512596  2.029437  
4.389868  -4.129909  16.863052  
-3.269702  -3.780021  0.39674  
-6.911576  1.027781  0.412101  
-6.817779  -6.148956  1.919419  
-1.778027  3.803745  2.188742  
7.559287  3.379432  0.787749  
-0.917663  -4.813256  0.724133  
-3.578805  -5.367761  0.824426  
-0.199226  -4.248358  7.566001  
-3.901248  5.540474  1.221376  
-2.73524  1.536779  0.415799  
8.437427  2.189832  0.769532  
-3.103522  -2.155032  14.673438  
6.876548  2.579074  1.161075  
-9.582027  -8.361466  0.829371  
4.853537  -2.092201  14.629549  
5.177948  0.038152  1.226052  
1.129397  -6.144283  0.443396  
4.225751  8.641131  1.08729  
-5.517894  6.483127  1.39918  
1.904505  2.289641  1.57716  
4.170838  -0.594766  1.689629  
-1.125017  6.456433  0.843281  
9.546369  -3.410329  0.206336  
-3.686256  -3.716861  1.679401  
-8.575541  -0.164486  1.809072  
-1.27406  -6.1759  2.118474  
-8.779208  0.889346  2.176512  
-8.589318  -7.884803  1.21565  
-6.650377  -8.734262  1.084836  
7.203876  -7.764736  16.554124  
-4.889911  -0.825577  1.799151  
-1.729607  -8.094156  1.021094  
-0.40261  -8.127789  26.919717  
-8.262309  -2.550147  0.318775  
1.235055  -2.820809  1.538653  
-9.690796  -7.742717  0.623559  
-9.663715  4.770536  0.437011  
-6.719995  8.355288  1.063433  
-0.201902  3.260912  24.85766  
-5.804384  -5.455822  9.245728  
-8.672317  5.348926  1.800558  
7.088671  6.107929  0.501737  
2.814895  2.118993  0.849482  
0.559896  5.462788  1.816794  
-1.14789  -3.378817  0.63069  
-7.885519  -3.832626  50.269524  
3.702545  4.102289  53.389391  
-0.213005  -2.536078  1.448277  
8.175962  1.510405  2.055911  
-2.517172  4.782426  0.410576  
5.134774  -3.82618  0.880917  
5.725167  -5.968035  0.327148  
8.178593  -6.022928  1.726466  
0.253357  -4.356672  1.744084  
5.793984  -5.390485  33.809207  
6.663663  5.118755  0.349373  
2.927517  -9.676308  1.259088  
-5.480015  4.003364  0.72442  
-5.41862  -3.299674  0.303491  
-4.129203  0.922771  1.503463  
7.188219  7.187178  2.268841  
-2.691467  5.138924  1.466341  
-5.049206  -3.043393  31.08887  
-3.933239  -3.85153  1.946759  
9.545507  6.034434  56.357065  
-6.550342  6.835233  1.614218  
-4.500221  0.99058  2.075484  
8.658978  5.313383  1.057005  
8.618132  -3.828432  0.371194  
4.198641  0.073672  0.558827  
-0.134162  -1.42911  2.236769  
-0.200716  -7.578371  0.263886  
8.736338  -8.278146  0.817567  
1.843824  2.341189  1.194942  
-4.391251  2.685742  1.584483  
-5.215275  2.297251  2.268723  
6.263695  -1.624005  1.857796  
-0.866824  1.830215  39.276247  
2.9735  -0.059048  1.587536  
-8.53322  -1.065849  1.802394  
-1.615025  0.689641  18.35109  
-2.426974  2.770114  0.981524  
0.761664  -7.087233  1.547338  
-9.400065  8.116443  1.424741  
4.606491  -3.736657  23.343272  
-3.951808  8.974511  0.718587  
8.018546  -2.212772  2.12436  
9.875127  4.74054  1.259371  
-8.950872  -5.949898  2.04668  
-6.937515  -0.363524  0.527565  
-9.15668  -8.091055  51.363363  
-8.102392  -0.717636  1.704671  
-4.830425  8.474117  0.241255  
5.595674  6.93007  1.403996  
4.45598  7.802366  28.971331  
-8.214564  -8.141575  0.327787  
-0.154759  8.486026  1.870044  
7.516274  -6.069632  0.380177  
5.563461  0.9076  0.667602  
-8.544606  -0.080204  1.724481  
4.107953  7.763808  0.707848  
-6.010274  -6.79877  1.742057  
-6.488722  0.649525  0.355629  
3.498767  -7.348432  0.387465  
8.940356  7.089064  2.210846  
6.488143  -7.723796  1.179449  
-5.989546  8.586271  1.563171  
-5.828274  -8.266104  40.947062  
-3.855759  9.481192  2.060698  
-2.739265  6.278569  11.896685  
-9.431295  -8.644295  0.757291  
-9.627455  -3.833184  1.535348  
1.775935  7.825352  1.060475  
1.138084  -2.840783  6.113033  
-8.050684  9.401331  0.590871  
-2.603951  2.912362  0.627782  
-5.112735  3.980092  1.336533  
-5.761737  -4.955079  25.233503  
8.193266  5.063821  0.922837  
1.661252  -3.021837  2.174985  
8.58547  3.777731  0.611248  
-9.55101  -6.040914  1.459105  
2.876506  -7.289051  0.700156  
9.193675  -1.140381  57.458229  
-9.026187  5.117496  2.111662  
6.914387  -2.393316  1.106586  
4.449192  -1.258054  0.308093  
-7.59501  -3.836362  1.018386  
7.53919  8.381064  1.590885  
-1.908921  -2.123476  1.325606  
-4.919803  -0.638654  1.894619  
-4.834287  1.628681  1.418577  
-5.165923  -2.348031  2.175056  
4.209922  8.388227  0.932718  
5.274315  -5.306532  46.410463  
8.933459  7.105948  1.823468  
9.992439  -6.50304  56.855233  
2.402389  -2.9977  0.341161  
8.589601  8.03986  24.10031  
-8.587192  7.623003  0.92016  
2.961642  -6.202569  1.255774  
2.952755  2.382395  1.717072  
1.013035  -5.897497  7.474536  
7.81537  -0.282286  2.078104  
-9.240451  6.403375  0.411625  
-5.487477  -3.611081  1.006992  
9.127875  -5.428109  0.885362  
-6.810813  6.170004  0.454389  
0.18837  -0.683978  1.464312  
8.770285  -1.985125  0.614857  
-0.800061  -2.663168  1.796329  
-0.973852  -4.180861  0.798607  
-8.820094  -6.450556  1.667274  
3.139225  -0.875298  0.938499  
1.162039  1.855135  29.141277  
3.558141  8.564911  2.225818  
9.375758  -0.508619  0.537643  
-8.352898  -9.265491  1.14965  
0.696657  -8.482726  0.691958  
1.785738  6.844553  0.676831  
-6.816095  -8.396796  1.80041  
1.142415  9.895518  1.763576  
-2.803057  -7.637436  1.816339  
3.289016  -3.286523  1.683021  
3.962852  8.830797  1.591114  
0.942432  -9.603893  0.299072  
3.789685  2.332546  1.657629  
-2.884184  2.518486  1.328672  
1.876101  -5.754007  0.548807  
4.955208  -9.295811  41.404812  
-2.252514  5.769288  0.794841  
-2.769541  -1.787515  0.431993  
-4.612929  -7.347644  30.067157  
5.580886  -7.23544  1.88722  
-9.791734  -7.560525  1.912032  
-0.687718  9.244373  52.353494  
-4.244834  -8.664568  0.537936  
3.195204  6.366191  0.627923  
2.066025  -5.116012  0.907349  
0.709114  -5.311273  1.443199  
7.415865  -0.621896  0.634741  
0.576885  0.118118  1.711182  
8.890773  3.270043  0.277915  
2.508599  -6.920853  40.717075  
-2.145075  -8.549229  0.392306  
9.75213  -6.60398  2.064251  
8.729182  -4.252311  0.84332  
4.301175  4.394375  45.412395  
-7.802002  -6.193604  1.908074  
-1.982739  0.937764  21.657966  
-3.287117  3.571685  1.423383  
-6.313481  -4.217936  21.081235  
1.522081  -8.224434  16.106214  
5.260852  0.665091  1.193537  
-9.323988  1.697508  1.261215  
4.899894  8.742822  1.757841  
-1.151052  9.5722  23.905464  
5.297907  -0.788678  0.625708  
3.301877  1.398127  1.333707  
-6.86253  0.60109  26.055295  
7.715576  4.151925  1.444254  
7.611064  -8.665164  2.213375  
-1.373741  4.313342  1.971256  
9.955087  3.00526  2.212211  
2.659425  2.306789  1.337401  
8.926766  -0.520092  1.986213  
0.696299  -1.397432  20.838303  
-8.115798  2.368174  1.404713  
5.552908  -4.490495  0.738248  
-6.917266  6.431648  1.173011  
8.711562  -5.27675  2.173934  
-4.049836  -8.645475  0.306818  
-8.691703  3.469107  2.166545  
2.566895  3.439824  0.256058  
-1.447811  3.988922  1.869526  
-2.390162  7.690086  0.641496  
0.063198  4.854862  0.230899  
9.513647  8.111161  0.254927  
7.172346  6.745866  1.307922  
-3.00317  8.377917  1.616354  
-8.771274  7.84438  19.568754  
-4.327307  5.411555  1.156357  
1.201071  1.302578  1.536032  
4.581409  -4.876691  1.572577  
-1.127449  -1.847693  0.215659  
6.21498  1.358444  0.567975  
-5.190295  -0.661052  0.797856  
-6.665101  4.452764  1.841379  
-3.389877  -4.687804  1.931957  
-4.326671  -3.695712  0.258982  
8.877266  -6.0515  0.447203  
3.614654  1.612603  56.440646  
2.821226  -3.735534  0.253773  
-6.856252  -0.68304  1.629732  
3.361447  -8.756934  41.533824  
-6.663795  7.305085  2.130427  
2.983464  -9.412461  45.978547  
3.307774  7.108196  2.031533  
4.435285  9.109129  1.752343  
-4.935325  -5.238521  19.675101  
-6.924467  -6.599226  0.398101  
1.093868  0.451252  56.299138  
2.134034  5.809532  1.842523  
-7.107229  -3.419143  0.683038  
4.390435  8.034017  1.719988  
8.720425  -1.125546  12.075619  
4.111027  7.506526  0.838863  
-9.005186  3.363946  40.381213  
2.078942  -6.565772  1.991995  
-9.897727  -2.313958  0.389113  
5.159295  0.395363  1.730293  
-2.587876  4.837656  1.983938  
-7.102107  -3.202914  1.476539  
4.364795  7.006733  1.225685  
0.974789  -0.063976  0.888896  
-6.496825  4.094284  0.749239  
7.986985  3.886561  1.267386  
1.567129  -1.495575  1.134532  
-4.08675  -0.70025  5.045329  
8.904083  -7.217018  0.901415  
5.260386  -4.801807  1.42829  
-7.30028  -1.548664  0.222707  
-3.981722  6.434083  1.678326  
3.343165  -7.735245  2.265272  
-7.497017  -7.340114  1.376047  
6.302864  -3.612244  1.543388  
8.569472  8.404282  1.092484  
-1.897228  -0.544754  1.775161  
3.491232  8.090196  2.078711  
-2.787426  -7.951993  34.35372  
-1.223117  -0.945936  1.743855  
0.464848  -7.114863  0.727567  
2.197587  7.005732  1.703578  
-4.981307  0.682043  1.356029  
-0.420335  -6.686014  1.997985  
4.711936  4.029557  0.777722  
-1.704368  7.455439  57.759713  
-8.832973  0.324623  14.969493  
8.182486  -4.749197  0.933329  
4.733988  -7.048023  0.591884  
-6.6723  1.638834  1.74411  
-9.96088  -7.228436  25.721537  
1.479074  -5.401486  1.796814  
-5.197899  -5.94445  0.257608  
-9.796361  1.944756  2.21795  
5.325193  -8.190543  1.972674  
-2.931621  8.381155  0.827792  
3.129685  -2.554211  1.801122  
-3.838162  -7.557074  1.996068  
-0.210732  -9.165916  0.275537  
4.293348  4.685185  37.134049  
4.866407  -8.307341  1.433973  
-4.163642  3.385545  1.986716  
-0.937297  -1.232763  1.890626  
-7.488686  -7.159981  1.339115  
4.523408  -1.980803  0.807185  
8.975682  -5.503097  1.317556  
-6.735191  6.273072  2.387476  
9.674882  1.719964  2.1003  
-8.992711  1.315881  0.765275  
-8.569598  5.656507  1.73364  
4.233627  6.523152  1.909145  
