Customers 500 
Coordinate X		 Coordinate Y 		Demand 
-10.544338  9.080872  0.837428  
-1.719879  -9.790458  15.80089  
-10.83163  -7.376836  0.443511  
-8.488493  -8.302753  1.357122  
-2.34228  9.148882  1.21834  
5.208304  -14.340147  39.665363  
-10.992207  -12.192561  2.146486  
-10.863151  10.312521  0.211213  
4.565319  -5.000706  0.93277  
-1.523804  -3.292913  42.435485  
4.800219  0.490122  0.883467  
-14.857315  -1.982577  0.556609  
-10.342723  -12.299563  1.101917  
7.544186  8.2118  1.978316  
-0.41046  -3.129203  56.50422  
11.964281  -4.819387  0.946598  
1.122088  -1.325121  1.998149  
-11.536895  -9.299419  18.207089  
-12.077883  -9.589328  0.560162  
4.530661  13.909043  2.252789  
7.74321  3.736633  1.482585  
-1.905139  -14.497484  0.30903  
9.12168  -5.72531  1.692452  
4.275245  -12.716885  1.458987  
6.18838  5.059094  46.135997  
5.444303  6.162663  0.48624  
8.512785  10.510974  0.37373  
1.490585  -9.654747  0.824096  
-1.195796  -5.199887  0.98189  
8.453316  4.875435  14.543952  
7.6057  6.97265  0.225613  
-5.554349  9.22332  1.456754  
0.350206  -3.48821  2.14684  
-7.720673  9.979381  0.459198  
2.602022  -1.075797  30.284339  
10.81426  -9.974693  1.482155  
-12.731832  -11.349001  1.591845  
2.090138  7.343526  0.479082  
9.354845  -4.798985  1.579191  
-10.943792  -14.35644  32.478704  
14.018182  -1.250601  1.856362  
2.771454  0.616159  1.945225  
8.335849  -1.055092  0.244786  
5.315499  14.248962  1.698053  
-4.444005  -10.882214  2.093866  
3.645757  -2.07183  6.815072  
-13.173821  -12.413266  0.318841  
-5.254297  -3.464019  0.965051  
-4.12437  -1.45523  12.655651  
11.552775  13.64119  0.636251  
11.658167  -13.457272  0.754374  
-9.880137  -0.624722  0.622875  
-1.950191  3.620272  0.986549  
0.851112  -0.539125  0.27516  
9.202226  9.666382  0.845711  
3.193984  -7.967556  1.93049  
10.520878  14.244225  1.630674  
-10.031885  -9.50626  36.916947  
4.83864  3.751021  1.523158  
-1.291142  9.279201  0.905045  
-3.793937  10.178669  0.309175  
-1.958476  4.829321  57.751293  
3.689343  7.959903  1.375121  
-10.709349  -11.67103  0.542541  
-0.334793  -4.69588  1.231156  
13.899543  13.821723  0.685107  
-3.401251  11.777723  1.141367  
-4.844798  -0.394169  0.225029  
3.363178  -0.007899  0.216027  
12.870538  -14.811585  0.426974  
10.450211  -12.203783  1.177902  
-8.407912  0.191801  1.891447  
-6.349057  6.223713  0.46657  
8.516408  -8.22371  2.420985  
7.282785  -2.438029  0.993861  
14.958222  1.284699  0.589651  
4.977051  -8.688163  1.140181  
3.774012  -7.614751  1.484651  
-7.242759  6.277235  2.216274  
-5.84945  7.101732  1.179752  
-6.856049  -2.930771  0.598916  
4.05995  -3.940873  1.662894  
-9.19369  6.284458  1.278275  
-0.30521  10.47172  1.351422  
-12.771025  -8.300215  0.794601  
3.877283  10.640791  0.974475  
-1.779687  12.071614  20.342505  
-6.802676  -11.712664  33.900139  
4.212369  3.673817  0.246625  
0.077724  10.737425  49.380647  
6.237802  -10.841552  51.302358  
-4.773039  -0.737695  1.529074  
-7.975879  -13.394751  0.573414  
-9.51955  1.821265  1.505527  
-5.287258  -10.547227  1.905868  
6.777425  -3.843279  1.387384  
7.907069  1.690571  0.640612  
-7.222539  14.639716  1.263982  
-8.042575  -1.759705  1.698304  
-14.774729  -6.163027  0.28358  
-8.769317  -12.451824  0.337605  
10.208607  3.270542  0.42995  
-11.346611  -8.763375  1.45077  
-0.779487  -13.614512  0.353612  
11.52815  -2.858057  1.251295  
-4.840607  -13.334654  0.895938  
11.178421  13.201354  0.657882  
9.439295  13.767555  1.796742  
-4.796776  -1.479284  0.725785  
11.235548  0.834937  0.749399  
11.43619  -7.055066  1.390783  
-1.115269  -1.450246  1.691221  
-10.115942  2.569998  0.574851  
4.603671  11.025816  2.094812  
-6.091603  -9.739374  0.752018  
-11.388602  0.417067  59.927966  
-14.427375  -7.990441  1.81377  
-13.324962  -3.771374  1.579419  
-10.311214  -13.317255  0.296419  
-5.179127  -11.674815  1.33661  
-11.588149  -12.636848  0.276966  
5.729456  3.75693  2.233191  
0.545634  -4.688109  1.871688  
-9.674335  -13.951918  0.979869  
-2.483462  2.640643  2.209914  
3.90044  -10.833524  0.222335  
-6.99746  -12.591483  0.513604  
-13.72903  -5.488737  58.362493  
9.753387  -10.60159  43.051962  
-6.292568  -3.220412  1.901195  
-10.013851  0.315005  0.850959  
3.685978  5.013727  0.556288  
-14.801064  -3.245397  23.063705  
5.997792  -2.359362  0.799359  
12.675825  6.036024  2.172283  
13.812638  -9.729243  5.143606  
4.293914  -14.069024  0.998554  
-5.119115  -6.794468  1.027347  
7.829523  8.053708  1.363132  
5.482028  0.772633  10.891356  
0.763582  -3.242596  1.154089  
5.404872  2.190352  0.864144  
8.716378  -3.663615  25.657402  
-9.718464  -13.018638  1.817275  
-7.383082  -6.180566  1.359249  
3.068877  -12.814961  1.31399  
8.49361  14.42929  0.470824  
-2.552025  13.942787  14.073698  
-0.285224  11.998123  1.461353  
-7.862225  14.29553  0.75406  
3.844933  -13.88118  1.029746  
-8.924288  9.984494  1.451091  
4.997231  -0.816105  1.00336  
3.742863  -10.321071  1.024327  
-6.122264  -10.710456  1.921831  
-12.694185  -3.657716  1.237325  
-10.270192  -11.988732  1.579757  
-6.130438  -1.631867  26.029987  
-6.111219  7.723168  2.230784  
-3.512501  6.239761  1.066681  
-13.076829  0.653932  2.16826  
-9.412945  1.282649  12.408039  
7.099104  7.072942  2.119524  
-3.57671  8.207647  1.430572  
-2.573306  12.9136  28.340517  
-5.742034  5.167316  1.581879  
2.678275  -12.779596  0.618407  
10.963096  -5.767218  1.321278  
-12.466746  -4.395837  1.365744  
10.346666  -14.234315  31.100028  
7.247728  -0.787049  0.938736  
-11.365697  11.311234  1.120853  
6.976444  0.642964  0.515521  
-10.022232  1.485773  0.37828  
12.692523  -14.218305  1.504355  
7.070548  8.997972  1.383723  
0.592659  -6.091723  58.65297  
-3.815526  -7.525548  0.200918  
7.230265  5.526158  58.318477  
6.295554  -12.426265  2.168787  
-0.355837  3.396651  0.6504  
-6.178342  7.385346  0.653575  
2.224074  7.896302  1.93448  
-10.87641  7.644961  1.024152  
-7.924179  -11.966963  2.241594  
2.866559  12.622698  0.834248  
-4.230424  -14.602052  42.692021  
12.720236  3.62983  2.053631  
-5.883015  11.209391  1.384341  
-1.780958  -0.872279  2.095313  
-12.254194  3.54945  0.499872  
-13.721383  -2.733712  0.644255  
-9.286666  -2.411378  1.28147  
11.550393  -4.014038  1.089895  
10.373225  -8.672151  0.443773  
9.528131  13.19407  0.737482  
11.370875  -6.649136  1.132053  
8.818548  -6.660841  1.986571  
-12.82979  -8.410669  1.721632  
-11.333045  0.110728  1.396722  
9.798191  1.187721  2.013286  
4.034802  -6.270013  0.338616  
7.590493  -12.280404  30.499796  
-4.027481  11.836414  20.574552  
8.42803  -8.177269  1.73159  
14.185332  -13.742296  0.579477  
14.281498  -1.410797  0.546502  
-3.982195  4.219993  2.102542  
10.946993  -3.718263  16.491407  
-7.246982  -2.570802  1.035068  
-3.426488  13.658234  1.552217  
-14.76189  -3.852523  0.66434  
11.677236  10.015284  1.025843  
2.509212  -13.128048  1.45003  
-2.52154  13.29332  1.969436  
5.346051  5.506338  0.544144  
8.973091  0.10198  0.241748  
-1.032301  -2.929617  0.85873  
3.949237  14.613335  1.548584  
11.916899  2.454652  2.041615  
-10.458989  -5.751952  0.981864  
12.213043  12.075975  8.698779  
-8.349902  5.283266  41.212423  
6.097569  0.352082  19.735537  
-14.940034  7.639597  1.585672  
2.247198  1.641724  1.222294  
0.174307  10.624529  53.869456  
-10.523227  -12.726947  1.393225  
-1.812007  -5.92917  0.391077  
13.090298  11.097939  0.304492  
10.931007  -0.05305  39.78734  
-10.523024  -5.993772  1.451912  
9.284736  3.360059  0.552556  
-3.039709  11.205291  0.72416  
-14.497831  0.64582  0.545873  
-8.203747  8.551051  48.969169  
6.408815  -13.321224  55.266258  
2.886489  1.527053  1.996118  
-8.070808  2.957311  1.073222  
9.600387  1.120775  0.850932  
12.073682  -10.161056  22.936273  
4.316632  5.269922  38.414816  
-7.226351  -7.623796  0.963964  
-0.371388  -14.627079  2.117805  
-3.774663  8.824398  0.311083  
3.545269  -5.758486  1.253088  
4.132013  -13.923568  36.63587  
-9.193068  0.652981  2.011033  
4.854545  -0.918548  16.110355  
12.975298  1.357741  0.239237  
14.468767  3.44028  0.863694  
10.716488  -7.665988  2.074756  
-0.702134  -3.892337  2.004945  
-13.464883  12.41692  44.051659  
-8.431792  -13.940683  1.517745  
-10.044536  -4.788323  0.482353  
-8.4334  13.294759  46.107456  
9.347059  -5.591949  0.587585  
11.237535  14.30338  0.686893  
-12.194585  -12.079068  12.216773  
4.973206  -8.570518  24.611284  
-11.629882  2.721713  1.758229  
1.605671  -8.011828  1.63377  
7.790069  2.63407  0.664017  
-8.790379  -12.743057  1.540206  
9.077353  12.782288  2.032408  
-4.524364  -9.046889  1.810984  
-1.762769  -9.826101  1.160815  
2.153318  -6.645361  0.458852  
-4.031028  7.779265  1.133337  
6.661852  5.223975  1.049454  
-11.779919  -6.496104  1.187744  
10.553567  6.987505  0.76344  
4.044558  3.310136  4.41532  
-11.83538  5.554577  0.699612  
3.746529  -9.731123  0.421325  
-1.18932  -7.536131  0.274805  
0.226336  7.685427  2.329355  
-11.782491  6.504327  1.449439  
2.820081  -1.506857  0.417488  
6.107222  -14.422573  23.683223  
4.059925  7.668942  1.498946  
-8.339386  -9.626194  0.343665  
